ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000395942675,DDR190314000145348108,59050702355,HH,Household,U,RD05,,333 Exercises Dicke Way,,,Facts Hamlet,DH5 3WU,-115.9674,50.1318,N85358689,W49503978,N24186625,E55112151,E83202580,1,4,HH_LFNR1W,,,
DDR190314000202219660,DDR190314000876184795,22011561909,HH,Household,U,RD06,,169 Fisher Estimates Avenue,,,Expects Village,LH4 3UQ,77.2708,47.6848,N80231335,N68791398,E99665159,N60089880,N10372239,4,4,HH_LFNR1W,,,
DDR190314000281887935,DDR190314000544479156,11765441091,HH,Household,U,RD04,,781 Dividend Specifies Street,,,Tower Hamlet,JL4 6BB,29.7064,53.8468,W81977716,N71060574,W51393402,E91225841,W28659722,4,3,HH_LFNR1W,,,
DDR190314000350607306,DDR190314000900389939,82412112380,HH,Household,U,RD02,,170 Printers Person Road,,,Venture City,HJ7 8CE,-171.1290,-1.5464,E31442490,E30668250,W14311162,N71192390,N64999454,5,3,HH_LFNR1W,,,
DDR190314000419434539,DDR190314000917619092,75133250256,HH,Household,U,RD04,,796 Accounts Lovely Passage,,,Winds Village,SX8 3KG,-139.1657,-179.2769,E40699009,N27497603,N38560974,N75631440,E49906858,4,4,HH_LFNR1W,,,
DDR190314000210283683,DDR190314000869589893,75419499793,HH,Household,U,RD02,,171 Speaks Automatically Way,,,Leather City,TB7 6BS,-131.9008,126.4395,E79170543,E69502629,E72256088,N69628312,E51548538,1,3,HH_LFNR1W,,,
DDR190314000104415064,DDR190314000922881686,79003959214,HH,Household,U,RD06,,721 Clicking Transfer Avenue,,,Config Village,BK4 2LM,-97.8164,-18.9972,E23409397,E94395114,W17115279,E56093665,E31826576,2,3,HH_LFNR1W,,,
DDR190314000448154150,DDR190314000784509343,80630700499,HH,Household,U,RD03,,282 Apartment House Alley,,,Starting Town,NO9 3MA,6.2277,158.7338,W77223012,W58063667,E21750035,N46459322,N49376730,5,3,HH_LFNR1W,,,
DDR190314000688930182,DDR190314000134742911,88724591033,HH,Household,U,RD06,,77 Kurt Chart Avenue,,,Dodge City,JN7 2GK,2.4290,-134.3169,W92539041,W87472451,E60105590,N38753270,E36371505,3,4,HH_LFNR1W,,,
DDR190314000473548427,DDR190314000674400446,88418268459,HH,Household,U,RD05,,252 Arabia Wikipedia Alley,,,Smoke City,VJ8 4XB,-51.5818,-45.1453,N41469285,E80102681,N35759831,E67838997,E15003219,5,2,HH_LFNR1W,,,
DDR190314000974084010,DDR190314000630376285,67810506424,HH,Household,U,RD03,,547 Fifteen Incentives Lane,,,Description Town,BS4 1QB,-120.1474,138.9478,N65564095,W53343095,E19109372,W36199987,W10117121,4,5,HH_LFNR1W,,,
DDR190314000476873727,DDR190314000865070555,65659271149,HH,Household,U,RD02,,356 Xanax Latitude Passage,,,Picture City,MC1 6NN,-98.7775,-9.1147,W47306259,E94749402,N76480300,W88770790,N16810662,5,4,HH_LFNR1W,,,
DDR190314000777313946,DDR190314000430877945,71238701774,HH,Household,U,RD02,,512 Recipe Questionnaire Lane,,,Frost Hamlet,KT9 7LI,-67.8094,66.3584,W37583862,E83226278,E77591812,N27247238,N57016248,2,3,HH_LFNR1W,,,
DDR190314000766357140,DDR190314000119660185,76594252864,HH,Household,U,RD02,,231 Endorsed Green Street,,,Fruit Village,MX4 9FV,-6.7765,165.2888,N32354660,N48878141,N76027554,W56972805,N13335659,2,5,HH_LFNR1W,,,
DDR190314000209061686,DDR190314000337430141,21307423480,HH,Household,U,RD04,,698 Admit Hugo Alley,,,Figure Village,CQ1 1BC,-19.8256,153.2537,W45360340,N78749620,N64804261,E99227538,N93684504,1,5,HH_LFNR1W,,,
DDR190314000285358953,DDR190314000906380321,19480604806,HH,Household,U,RD02,,158 Aruba Prostores Road,,,Handy Hamlet,EE2 5XU,-161.9987,52.3644,N47835840,N29403698,N62358378,W44038760,N73009431,1,3,HH_LFNR1W,,,
DDR190314000724998831,DDR190314000194647168,86710011641,HH,Household,U,RD04,,862 Specialties Bowl Street,,,Anna City,CF1 7IC,-157.9073,81.1752,E59782992,E85811284,W82278592,N78222326,W48557088,1,3,HH_LFNR1W,,,
DDR190314000280711834,DDR190314000493762605,19361363781,HH,Household,U,RD06,,148 Flyer Body Road,,,Vital Town,YQ8 1WZ,94.5479,91.1984,E47823111,E61435820,N87126913,E37698521,N54087904,3,4,HH_LFNR1W,,,
DDR190314000357250269,DDR190314000170004028,91502566763,HH,Household,U,RD03,,447 Snow Accidents Avenue,,,Fare Town,UB5 6UN,-43.6849,-148.9168,N72846583,W78448009,N41691264,W19674577,N85687852,3,5,HH_LFNR1W,,,
DDR190314000271584385,DDR190314000603226795,25276375327,HH,Household,U,RD03,,457 Cultural Grades Road,,,Citysearch Village,YS4 3GZ,-68.3795,-22.6981,N60635867,N14657240,N87094619,E20828125,N60588051,1,3,HH_LFNR1W,,,
DDR190314000573074130,DDR190314000507011615,92768517499,HH,Household,U,RD04,,392 Griffin Democrats Avenue,,,Moves Hamlet,DR1 5KE,148.5388,67.6819,W60260932,W91087856,E92023635,W35183633,N29172898,4,4,HH_LFNR1W,,,
DDR190314000111294380,DDR190314000987974915,13063859554,HH,Household,U,RD04,,274 Coordinates Macro Way,,,Thing Village,UY7 1WH,179.2932,-71.5430,W40085113,N40297694,W69535684,N90880703,E91429270,3,2,HH_LFNR1W,,,
DDR190314000656562436,DDR190314000845452045,33908884239,HH,Household,U,RD06,,33 Starsmerchant Traffic Lane,,,Ones Village,XG9 5QP,-61.2739,113.7674,W18982120,W67789886,W77283753,N96038403,W33335653,5,3,HH_LFNR1W,,,
DDR190314000577726894,DDR190314000858825713,65500367302,HH,Household,U,RD04,,557 Opposite Hood Way,,,Prague City,TB9 4ST,-22.7083,33.8556,W38688656,W75573880,N10835110,N17307299,E80880511,4,4,HH_LFNR1W,,,
DDR190314000314298996,DDR190314000951042882,86458478269,HH,Household,U,RD02,,136 Advance Gmbh Avenue,,,Paradise Village,VX3 1VR,-86.1323,-29.4320,N95010729,W93378544,E66040283,W32238151,E64185011,5,1,HH_LFNR1W,,,
DDR190314000110685561,DDR190314000616213247,20251343364,HH,Household,U,RD04,,232 Temporal Antibodies Road,,,Consultant Town,GB6 3DS,84.7404,28.7503,E88357573,W70681022,E29125924,W54357558,W60786698,1,5,HH_LFNR1W,,,
DDR190314000689536944,DDR190314000359744573,58955733630,HH,Household,U,RD05,,362 Improved Nightmare Passage,,,Ratings Village,AL5 5ZB,-40.6174,57.7907,W60301989,W55114716,E87691105,W20456334,N50875893,2,5,HH_LFNR1W,,,
DDR190314000504608480,DDR190314000208871128,95593335910,HH,Household,U,RD06,,681 Voip Oclc Avenue,,,Identifies Hamlet,YV4 5AV,-26.3679,10.1520,N45383931,E22193886,W13402368,E41830415,N74352611,2,3,HH_LFNR1W,,,
DDR190314000590924287,DDR190314000604869992,25058846743,HH,Household,U,RD04,,580 Ruby Disc Street,,,Arnold Hamlet,YK3 4DM,63.1159,-159.6961,N74361851,W54833253,E61692943,N52355885,W55316319,1,3,HH_LFNR1W,,,
DDR190314000986738815,DDR190314000624136354,68540215458,HH,Household,U,RD04,,44 Continue Introduces Avenue,,,Shade Town,EL9 1BL,-23.2779,35.5694,W79078563,W10299002,W90923119,N35044747,W90368683,3,2,HH_LFNR1W,,,
DDR190314000463984236,DDR190314000352852738,89167848183,HH,Household,U,RD02,,821 Pickup Essex Way,,,December Hamlet,RI8 9JQ,141.3006,-135.9440,W40094591,N71303666,W40095293,E86100326,E41571505,5,3,HH_LFNR1W,,,
DDR190314000570530463,DDR190314000601220613,10198656589,HH,Household,U,RD06,,684 Nicole Exceptional Street,,,Plaintiff City,YP9 7OV,5.7748,141.3445,N76401294,N23740053,W86699940,E90597788,E81525055,3,1,HH_LFNR1W,,,
DDR190314000899237985,DDR190314000225100273,67974024744,HH,Household,U,RD03,,253 Mills Hdtv Way,,,Psychiatry Hamlet,JB6 2FG,126.8070,110.6513,W77531478,W92529636,W78687690,E71040707,W60268355,4,5,HH_LFNR1W,,,
DDR190314000253687299,DDR190314000766417489,28858591126,HH,Household,U,RD06,,62 Spreading Pockets Lane,,,Rail Village,QD6 1YP,-31.4735,45.3224,E39000857,W37390235,N45179494,N44790876,W35251786,3,2,HH_LFNR1W,,,
DDR190314000808478156,DDR190314000940286513,20259309353,HH,Household,U,RD03,,331 Green Jimmy Alley,,,Pointer City,HC6 2GK,178.9412,61.2418,N41884993,W18348178,W84529868,E47900886,N13877761,1,5,HH_LFNR1W,,,
DDR190314000966237106,DDR190314000163618856,27157394781,HH,Household,U,RD02,,682 Point Sixth Road,,,Successfully Village,TX4 9HN,41.1950,170.9911,N80836361,W19615963,N54702400,E17274206,N96241682,2,5,HH_LFNR1W,,,
DDR190314000275943386,DDR190314000506085488,82301254742,HH,Household,U,RD02,,821 Proceeds Endorsed Passage,,,Advisory Hamlet,MR7 1CC,-9.2433,-122.4736,E66250410,W82287467,W76631871,N57315690,E47411180,5,1,HH_LFNR1W,,,
DDR190314000568703013,DDR190314000605381757,97768273931,HH,Household,U,RD04,,433 Ryan Pasta Lane,,,Detected Town,QK2 7UW,-86.2533,68.9875,E34675678,W16885935,N38688631,N36458612,E21787307,2,2,HH_LFNR1W,,,
DDR190314000109711703,DDR190314000989434996,27191349371,HH,Household,U,RD05,,371 Performed Brunette Way,,,China City,KS5 1LU,-10.1757,-10.2479,N73186243,W12355357,E80070630,N95124258,E28472388,1,4,HH_LFNR1W,,,
DDR190314000536903004,DDR190314000489801108,68426910590,HH,Household,U,RD05,,656 Agricultural Doctors Avenue,,,Processed City,DB7 7IJ,120.4812,-37.5815,W96253313,N74315937,E83738689,N23170193,W11871506,2,2,HH_LFNR1W,,,
DDR190314000901261020,DDR190314000114042152,28043670767,HH,Household,U,RD06,,691 Promise Flights Way,,,Pink Village,FN6 4VW,-145.5637,-114.8313,E27325294,E17972818,E84040817,N53335100,N81945517,3,4,HH_LFNR1W,,,
DDR190314000580258796,DDR190314000550053826,58759657731,HH,Household,U,RD06,,463 Grid Loads Passage,,,Associations City,AQ7 4LE,90.7273,67.2436,N28637885,E72032868,E53756804,W23274753,W50028661,3,2,HH_LFNR1W,,,
DDR190314000507911411,DDR190314000152667037,49993511442,HH,Household,U,RD03,,855 Compression Refinance Way,,,Hospitals Town,IG5 5QH,38.4138,35.1764,N75119215,N73994273,W83356233,W69289968,E69625720,4,5,HH_LFNR1W,,,
DDR190314000198173383,DDR190314000463923182,32808742062,HH,Household,U,RD05,,533 Antibodies Taylor Street,,,Balls Town,QH6 1TD,150.3657,-120.7506,E86924330,N85135098,W68763084,N50258650,E29438385,5,3,HH_LFNR1W,,,
DDR190314000867603665,DDR190314000239304818,30618263122,HH,Household,U,RD02,,363 Bulletin Bills Lane,,,Insider Town,UN9 7SD,-128.4051,-3.2029,E58881548,W15955691,N11042541,W17360740,N61965811,4,5,HH_LFNR1W,,,
DDR190314000552150865,DDR190314000117559407,11561761566,HH,Household,U,RD02,,269 Sensor Bundle Alley,,,Mine City,HS5 8BP,50.7959,157.5487,W59330220,W68023892,E15016505,E99213949,E48942113,4,5,HH_LFNR1W,,,
DDR190314000269096993,DDR190314000492146776,80992969424,HH,Household,U,RD03,,886 Corrected Lines Road,,,Daughter Hamlet,LM7 8ZO,99.6583,41.1250,N86246349,N87202070,N28251812,W99695939,W91940656,5,5,HH_LFNR1W,,,
DDR190314000258432250,DDR190314000642603719,55903050526,HH,Household,U,RD03,,671 Dangerous Doug Lane,,,Fitting Village,SI2 6YX,168.2831,149.9008,E99951813,N74091991,N68685508,E79498663,N96403532,2,4,HH_LFNR1W,,,
DDR190314000198080477,DDR190314000474489585,62393278822,HH,Household,U,RD03,,869 Chinese Polyester Alley,,,Shipment City,PK8 5IB,103.5959,83.1378,W35696701,E79853660,E96046157,N21426901,W65112145,3,2,HH_LFNR1W,,,
DDR190314000293314405,DDR190314000604407015,23137428820,HH,Household,U,RD06,,537 Translator Allowed Way,,,Configuration City,TG4 2GS,22.4436,161.2669,W95415544,E60854364,W62272402,N66413492,W54406673,5,5,HH_LFNR2E,,,
DDR190314000579403796,DDR190314000549693827,23160419379,HH,Household,U,RD03,,359 Charlotte Ranking Street,,,Theology Village,WN7 4VJ,152.8383,81.4556,E70880476,W36780460,W86987356,N64726284,N67619202,4,4,HH_LFNR2E,,,
DDR190314000584096486,DDR190314000936552478,79526349791,HH,Household,U,RD02,,649 Nylon Surrounding Lane,,,Suppose City,NT4 6BI,92.1539,-61.3697,W42889022,W94442587,W31245419,E78544427,N25578952,5,5,HH_LFNR2E,,,
DDR190314000417507632,DDR190314000247031400,82578865605,HH,Household,U,RD05,,881 Lucy Tattoo Alley,,,Yoga Village,VA1 1HD,-46.5933,-56.1231,N54742812,E35453841,E16956690,W13112871,E19253053,1,2,HH_LFNR2E,,,
DDR190314000623264452,DDR190314000555847667,31649648019,HH,Household,U,RD04,,673 Heights Sapphire Lane,,,Estimated Town,DV2 3VO,-104.9372,97.6499,E17833228,N89228575,W55643045,N64468290,W59213414,5,5,HH_LFNR2E,,,
DDR190314000160140379,DDR190314000723953021,23944280002,HH,Household,U,RD03,,246 Translate Gras Alley,,,Wikipedia Town,US5 7IJ,-159.4735,77.9576,N92841954,W39685992,W25388547,E71039483,N66709025,5,3,HH_LFNR2E,,,
DDR190314000251818148,DDR190314000539763183,78936097842,HH,Household,U,RD02,,493 Booth Audit Way,,,Slim Town,AF7 6RX,91.9642,-48.2945,W84370567,E27172749,E66256107,E42810189,E52716334,5,3,HH_LFNR2E,,,
DDR190314000724841252,DDR190314000432656531,80854897494,HH,Household,U,RD04,,718 Arrest Angel Way,,,Optimize City,WU6 8ZW,-45.6516,69.5889,W92972940,N79499830,W99772991,N54868174,W92079903,1,5,HH_LFNR2E,,,
DDR190314000967232610,DDR190314000892923909,67739527837,HH,Household,U,RD05,,983 Distinct Schemes Way,,,Thee Hamlet,JL6 2DB,112.8724,112.5274,N53128648,N31727417,W99871666,W56127392,N10882966,5,3,HH_LFNR2E,,,
DDR190314000391812082,DDR190314000399194266,73576966453,HH,Household,U,RD02,,596 Michael Same Alley,,,Convention Village,XJ3 5LA,115.9756,0.8130,N68584836,W80057238,W68487769,E29010346,W95827043,1,3,HH_LFNR2E,,,
DDR190314000347429576,DDR190314000392444467,52450444108,HH,Household,U,RD02,,563 Ever Aggressive Way,,,Textbook Town,RH6 1FL,-107.3025,31.1609,W74972315,W94542052,E86535979,E85257474,N82204374,4,4,HH_LFNR2E,,,
DDR190314000276608859,DDR190314000973613613,97061459516,HH,Household,U,RD06,,174 Bullet Cartridge Road,,,Nearest Village,LF6 5UA,-58.9521,178.7612,E89384416,N77216501,E17990341,E60518464,E31594689,1,5,HH_LFNR2E,,,
DDR190314000192108429,DDR190314000610696145,95698476757,HH,Household,U,RD04,,64 Brave Cooking Street,,,Dear Hamlet,NO9 5OP,83.7497,-100.6396,N31828996,E29140041,N82401205,W59476835,W66324213,3,1,HH_LFNR2E,,,
DDR190314000624234080,DDR190314000810072520,37572690967,HH,Household,U,RD06,,828 Holdings Headline Street,,,Patches Hamlet,GR1 8UR,49.3984,-110.8475,E90588023,E61655859,W91510964,E69881656,W23250464,5,3,HH_LFNR2E,,,
DDR190314000348358857,DDR190314000731406078,22210368776,HH,Household,U,RD03,,329 Discussing Cnet Avenue,,,Cycles Village,TE3 9AZ,98.7056,36.6837,W61942944,E23286155,E46025714,W95454868,W34261610,5,1,HH_LFNR2E,,,
DDR190314000999727317,DDR190314000825881583,98703764651,HH,Household,U,RD05,,393 Accessed Excellent Way,,,Kansas City,YB6 3ZG,74.2481,-38.9133,N18289857,N74073005,E80958160,N10206701,N29560762,2,5,HH_LFNR2E,,,
DDR190314000173204944,DDR190314000947802974,70230138577,HH,Household,U,RD02,,984 Edit Tension Lane,,,Negotiations Hamlet,XH8 4QB,90.1219,-24.9399,N24181188,N19015193,N29229509,W62854964,W29371093,1,3,HH_LFNR2E,,,
DDR190314000464854810,DDR190314000591326930,20487145327,HH,Household,U,RD06,,58 Introduce Outdoors Avenue,,,Preventing City,VP6 6KF,-1.1449,24.6889,N83825942,E89302181,E94296735,W76457123,E89383575,1,2,HH_LFNR2E,,,
DDR190314000778242038,DDR190314000597041830,96546602241,HH,Household,U,RD05,,150 Nodes Turkish Road,,,Plant Village,NQ9 8UL,121.2777,121.3622,E41235378,N55610206,E36632118,W54151784,E11807961,2,4,HH_LFNR2E,,,
DDR190314000900326132,DDR190314000202729821,13616639969,HH,Household,U,RD03,,332 Suspected Segment Street,,,Utah City,JT3 3XE,28.6211,49.3019,N22364698,E85334368,W48681720,N65585605,E37180604,1,5,HH_LFNR2E,,,
DDR190314000683228456,DDR190314000117449716,71501265308,HH,Household,U,RD05,,724 Inquiry Locale Road,,,Effectively Village,ZY6 2CB,79.2472,-13.9926,E73482074,E18538417,E42244613,N68805691,E14891031,3,5,HH_LFNR2E,,,
DDR190314000200389865,DDR190314000930744986,34749671546,HH,Household,U,RD06,,473 Vincent College Lane,,,Photo Hamlet,UJ7 9RV,-77.8720,31.9002,W18115493,E59676748,W76584096,W48754868,E71012021,4,1,HH_LFNR2E,,,
DDR190314000231731302,DDR190314000327827269,65409183880,HH,Household,U,RD02,,737 Angeles Pairs Street,,,Suggests Village,GM9 1TH,-38.8827,112.9807,E14721949,W45640112,E63864853,W47978253,E19855536,5,1,HH_LFNR2E,,,
DDR190314000972220193,DDR190314000596814492,44943363178,HH,Household,U,RD06,,72 Junk Goto Road,,,Checking Town,AY8 8UU,-66.7352,96.2330,N57808172,E81648893,E51373828,W45069257,N24765837,5,1,HH_LFNR2E,,,
DDR190314000978393646,DDR190314000779373542,32463594865,HH,Household,U,RD02,,199 Booty Collector Passage,,,Trainer Village,BX3 4TQ,127.3092,43.4182,E93054318,N82710535,E87822827,W92413673,N50339721,1,5,HH_LFNR2E,,,
DDR190314000811784117,DDR190314000317860162,94786347682,HH,Household,U,RD05,,92 George Opinion Street,,,Developments City,MI5 4PK,86.2249,29.7339,N15097155,N68080460,E84354665,W87083331,E69235622,1,5,HH_LFNR2E,,,
DDR190314000527146270,DDR190314000464100824,44758425568,HH,Household,U,RD06,,761 Satisfy Pair Street,,,Dawn City,DF9 4OC,-68.6763,66.1794,E80009296,E77021255,E66633286,E39211971,E57927825,4,1,HH_LFNR2E,,,
DDR190314000170281136,DDR190314000629027824,71895462714,HH,Household,U,RD02,,408 Bukkake Meetup Road,,,Roster Town,FZ3 1BR,-15.3014,147.1907,W28412459,W55766600,N41449311,E68422612,N57161733,4,1,HH_LFNR2E,,,
DDR190314000161531780,DDR190314000926820591,18408061960,HH,Household,U,RD02,,975 Accountability Mambo Lane,,,Invest Town,YK3 7XY,-28.5830,63.1847,N43917504,N57986857,W35360626,N37449305,W66449288,3,1,HH_LFNR2E,,,
DDR190314000962021063,DDR190314000564228204,35814643615,HH,Household,U,RD05,,662 Gain Reseller Way,,,Windsor Town,QW2 8YN,-33.6056,-1.9356,N17514069,E55297705,N21167988,N43770948,N96469344,3,5,HH_LFNR2E,,,
DDR190314000332143056,DDR190314000642509880,28737760966,HH,Household,U,RD04,,741 Representing Interesting Way,,,Sleeping Town,CX7 8LV,-137.2625,-117.3162,W72036926,W56387512,E53091863,W19283430,W20454582,5,1,HH_LFNR2E,,,
DDR190314000582117794,DDR190314000570338685,94867587444,HH,Household,U,RD03,,72 Battlefield Technical Street,,,Taking Village,JQ9 5ZT,-171.4161,-77.9292,E91719453,W72714221,W56305282,N97686869,N78188958,1,4,HH_LFNR2E,,,
DDR190314000738763564,DDR190314000639297751,85222912798,HH,Household,U,RD02,,270 Lightbox Pacific Alley,,,Resistant Hamlet,YO3 2QQ,-83.4005,-126.3256,W45782555,E49876393,W46852558,W39537619,W95992061,5,4,HH_LFNR2E,,,
DDR190314000299263508,DDR190314000701946405,63599575667,HH,Household,U,RD05,,452 Improve Slide Road,,,Wish City,FN6 9DT,-126.3010,167.9898,W19741703,E19551965,N23955227,N10894522,N11764322,2,3,HH_LFNR2E,,,
DDR190314000586653329,DDR190314000720726147,65222848499,HH,Household,U,RD06,,102 Smilies Unsigned Avenue,,,Uncertainty City,EG5 4TZ,-131.6186,-93.3357,W63187217,W40690900,W68981186,W52337205,E99093059,4,1,HH_LFNR2E,,,
DDR190314000345705558,DDR190314000354274033,48118633644,HH,Household,U,RD04,,709 Prophet Semiconductor Street,,,Licensed City,LL3 7LD,-88.9169,98.1276,E19963660,E32742783,N95766028,E53114983,W57741329,2,2,HH_LFNR2E,,,
DDR190314000991808225,DDR190314000393950455,97438417721,HH,Household,U,RD02,,107 Hints Dean Way,,,League Town,SJ5 2BB,121.7785,-154.2156,E34860408,E16143291,W76304832,N63963857,E84759296,4,3,HH_LFNR2E,,,
DDR190314000325462161,DDR190314000425890749,94268909313,HH,Household,U,RD04,,897 Cambodia Volvo Street,,,Treatments Village,JT7 6YO,76.4278,70.3239,N33598796,N32975959,N97301097,N23757927,W81105263,4,5,HH_LFNR2E,,,
DDR190314000363502683,DDR190314000169295648,70579972484,HH,Household,U,RD05,,311 Trouble Consciousness Way,,,Brokers Town,II8 6RP,-159.9127,-175.4556,E23219423,N78690224,N34363820,W37828307,E55912030,2,5,HH_LFNR2E,,,
DDR190314000829318581,DDR190314000443345360,12703822037,HH,Household,U,RD02,,143 Documentation Choose Way,,,Apollo Village,LL6 4VF,39.2728,-139.3396,N52137583,E76460357,E13357794,N88803588,N70987030,4,4,HH_LFNR2E,,,
DDR190314000126716915,DDR190314000331367896,83359760962,HH,Household,U,RD02,,91 Polish Drag Lane,,,Thumbzilla Village,JE3 8BB,79.9261,-143.5916,W79770834,W22905897,N86039819,N48577769,N79513849,4,3,HH_LFNR2E,,,
DDR190314000599891674,DDR190314000351399136,22418609859,HH,Household,U,RD02,,630 Investments Workshops Passage,,,Reach City,VI6 9JL,119.8647,81.8195,W38661308,E55205236,E72484588,W51898348,W42566166,4,1,HH_LFNR2E,,,
DDR190314000556335114,DDR190314000219083887,65048042451,HH,Household,U,RD04,,962 Guilty Drinking Passage,,,Mechanics Village,RI6 5TR,-153.3842,-137.1099,E32462923,N14845454,N52200585,E85650895,W92470187,2,3,HH_LFNR2E,,,
DDR190314000252909459,DDR190314000117967065,15434573823,HH,Household,U,RD05,,408 Trademarks Copy Alley,,,Sexcam Hamlet,DO7 4FX,130.2640,67.9828,E75254680,W91620618,W22144063,W53082583,W50820014,5,1,HH_LFNR2E,,,
DDR190314000503606144,DDR190314000500997843,97109614677,HH,Household,U,RD04,,453 Carb Bugs Avenue,,,Byte City,JM6 8AK,-23.3728,14.3927,N38765198,E69117267,W30369608,N44072203,W44992638,2,4,HH_LFNR2E,,,
DDR190314000351689205,DDR190314000770284182,75055806405,HH,Household,U,RD02,,617 Voice Sponsors Alley,,,Baking Village,EL8 3ZG,-90.5863,173.2564,N87268820,W82101136,W54274956,E48221061,W55741182,4,5,HH_LFNR2E,,,
DDR190314000630995536,DDR190314000751783668,11848069547,HH,Household,U,RD02,,100 Played Path Street,,,Contribute City,JL5 4HH,-97.3843,-126.3460,E34516789,N22020762,N45705885,N63825538,W40524472,4,3,HH_LFNR2E,,,
DDR190314000415828740,DDR190314000475410264,39547907984,HH,Household,U,RD02,,94 Kelly Veterans Lane,,,England Town,KV7 5LF,104.5590,-78.2587,W56892186,W81943913,W96243418,E23535616,W35801299,3,4,HH_LFNR2E,,,
DDR190314000552500977,DDR190314000903513312,65400935546,HH,Household,U,RD04,,934 Technician Assess Avenue,,,Onion City,UT3 5KE,35.5075,34.8752,E73845247,E57603854,E94746620,E44710049,N30411042,5,2,HH_LFNR2E,,,
DDR190314000682474295,DDR190314000611873171,54838269685,HH,Household,U,RD06,,175 Governance Dies Passage,,,Usage Village,RF5 7AR,16.6069,-19.7526,W62497940,N73956876,N14814853,N55756672,N23025174,1,3,HH_LFNR2E,,,
DDR190314000484634295,DDR190314000937058538,56707769287,HH,Household,U,RD04,,604 Thou Reproduction Way,,,Salt Town,MJ5 1BJ,95.8140,1.1987,N98474469,W37597377,N14518192,E25443147,E33129341,4,2,HH_LFNR2E,,,
DDR190314000111815857,DDR190314000962649185,80797625869,HH,Household,U,RD04,,214 Replica Timber Alley,,,Seekers Hamlet,HT2 1UM,-63.6691,102.3953,E42772192,E78169936,W88765545,W73501304,W54270956,5,2,HH_LFNR2E,,,
DDR190314000420919089,DDR190314000803070742,30600098902,HH,Household,U,RD03,,682 Demo Cornell Alley,,,Socket City,IT2 3XG,-8.9006,138.5603,W94789649,W31873366,W86094875,E80066591,N39426886,4,2,HH_LFNR2E,,,
DDR190314000296985319,DDR190314000374398475,73074512821,HH,Household,U,RD02,,849 Coin Lived Avenue,,,Genius City,PL4 1JT,-55.4297,79.7108,E47308641,W46037850,N83157596,N24313076,E29486879,1,2,HH_LFNR2E,,,
DDR190314000226218372,DDR190314000420379564,40926633338,HH,Household,U,RD04,,71 Collector Rapid Street,,,Walt Village,SD7 7TK,-113.7644,-53.9248,E88014081,N12151691,E17278729,E74597044,E96984382,5,1,HH_LFNR2E,,,
DDR190314000399715786,DDR190314000378831889,49272364150,HH,Household,U,RD04,,861 Lesbians Knows Alley,,,Obituaries Hamlet,NY9 8CG,53.1608,28.7248,N42197042,N52105938,N94031398,E11862845,N72465566,5,4,HH_LFNR2E,,,
DDR190314000548061083,DDR190314000534740098,42510047674,HH,Household,U,RD06,,805 Rose Occupation Lane,,,Luxembourg Hamlet,HF2 1CY,12.6488,176.8143,W41352601,E49051897,N50291434,E17013243,N91446370,3,4,HH_LFNR2E,,,
DDR190314000582470720,DDR190314000704213449,23270232197,HH,Household,U,RD02,,934 Purse Navigation Alley,,,Electrical Village,GA5 3WJ,-69.1875,-70.7953,W52258569,W42601158,E47999944,E26427272,W12409669,2,1,HH_LFNR2E,,,
DDR190314000228192378,DDR190314000429664612,47734912588,HH,Household,U,RD02,,334 Busty Dramatic Street,,,Experimental Village,MX3 6VB,6.6459,-83.8629,N58109672,N30748485,N45204581,E60684273,W13154350,3,3,HH_LFNR2E,,,
DDR190314000591093689,DDR190314000644580118,87096523578,HH,Household,U,RD04,,446 Priorities Third Passage,,,Joint City,TD8 7RG,-68.9712,-127.3030,E16275391,E57862252,W19865121,N18612274,E70129245,1,1,HH_LFNR2E,,,
DDR190314000950705769,DDR190314000782220549,40942183577,HH,Household,U,RD04,,450 Brunswick Combining Street,,,Garden City,LT1 8AO,-151.9871,-163.3503,E30131209,N39417667,N47630494,N68774680,W17063150,5,4,HH_LFNR2E,,,
DDR190314000953902941,DDR190314000189350803,69426188727,HH,Household,U,RD06,,966 Grad Yoga Avenue,,,Handling Village,JR7 2GJ,116.8746,121.6437,E18781184,E63408793,W74976406,N48154606,N53787340,5,4,HH_LFNR2E,,,
DDR190314000678230095,DDR190314000736937808,52806029934,HH,Household,U,RD03,,779 Calibration Monroe Avenue,,,Schemes Town,YA9 9AX,30.1903,-64.1816,W93801348,E41556511,W80534366,E13625370,N48107855,3,1,HH_LFNR2E,,,
DDR190314000103220394,DDR190314000946022851,51421029096,HH,Household,U,RD06,,768 Unions Hudson Avenue,,,Bought City,UK7 2CF,-72.1174,7.7939,E90860501,W47698105,E79213045,W69205061,N86202773,1,1,HH_LFNR2E,,,
